model,throughput,response_length,latency,energy,gpu,task,parameters_count,energy_per_token,dtype,optimization,quantization,cuda-fp16
EleutherAI/gpt-neox-20b,14.9,256,17.2,5400.576,NVIDIA A100-SXM4-80GB,chat,20.0,0.00586,float16,BetterTransformer,bnb-4bit,False
EleutherAI/pythia-6.9b-deduped,27.1,256,9.43,2672.6400000000003,NVIDIA A100-SXM4-80GB,chat,6.9,0.0029000000000000002,float16,BetterTransformer,bnb-4bit,False
EleutherAI/pythia-6.7b,27.1,256,9.43,2727.936,NVIDIA A100-SXM4-80GB,chat,6.7,0.00296,float16,BetterTransformer,bnb-4bit,False
EleutherAI/pythia-1.4b-deduped,36.6,256,6.99,1732.608,NVIDIA A100-SXM4-80GB,chat,1.4,0.00188,float16,BetterTransformer,bnb-4bit,False
EleutherAI/gpt-j-6b,21.3,256,12.0,3225.6,NVIDIA A100-SXM4-80GB,chat,6.0,0.0035,float16,BetterTransformer,bnb-4bit,False
EleutherAI/pythia-12b,22.9,256,11.2,3483.648,NVIDIA A100-SXM4-80GB,chat,12.0,0.00378,float16,BetterTransformer,bnb-4bit,False
EleutherAI/pythia-1.3b,36.3,256,7.06,1741.824,NVIDIA A100-SXM4-80GB,chat,1.3,0.00189,float16,BetterTransformer,bnb-4bit,False
EleutherAI/pythia-12b-deduped,22.9,256,11.2,3409.92,NVIDIA A100-SXM4-80GB,chat,12.0,0.0037,float16,BetterTransformer,bnb-4bit,False
EleutherAI/pythia-1b-deduped,54.0,256,4.74,1161.2160000000001,NVIDIA A100-SXM4-80GB,chat,1.0,0.00126,float16,BetterTransformer,bnb-4bit,False
EleutherAI/gpt-neo-125m,64.2,256,3.99,940.032,NVIDIA A100-SXM4-80GB,chat,0.125,0.00102,float16,BetterTransformer,bnb-4bit,False
EleutherAI/polyglot-ko-12.8b,20.6,256,12.4,3843.072,NVIDIA A100-SXM4-80GB,chat,12.8,0.00417,float16,BetterTransformer,bnb-4bit,False
EleutherAI/pythia-410m,35.9,256,7.13,1658.8799999999999,NVIDIA A100-SXM4-80GB,chat,0.41,0.0018,float16,BetterTransformer,bnb-4bit,False
EleutherAI/gpt-neo-1.3B,32.6,256,7.85,1898.496,NVIDIA A100-SXM4-80GB,chat,1.3,0.00206,float16,BetterTransformer,bnb-4bit,False
EleutherAI/pythia-160m-deduped,68.8,256,3.72,855.2448,NVIDIA A100-SXM4-80GB,chat,0.16,0.000928,float16,BetterTransformer,bnb-4bit,False
EleutherAI/pythia-410m-deduped,36.4,256,7.04,1668.096,NVIDIA A100-SXM4-80GB,chat,0.41,0.00181,float16,BetterTransformer,bnb-4bit,False
EleutherAI/pythia-160m,68.8,256,3.72,865.3824000000001,NVIDIA A100-SXM4-80GB,chat,0.16,0.0009390000000000001,float16,BetterTransformer,bnb-4bit,False
EleutherAI/pythia-2.7b,26.9,256,9.5,2488.32,NVIDIA A100-SXM4-80GB,chat,2.7,0.0027,float16,BetterTransformer,bnb-4bit,False
EleutherAI/pythia-2.8b-deduped,26.6,256,9.61,2442.2400000000002,NVIDIA A100-SXM4-80GB,chat,2.8,0.00265,float16,BetterTransformer,bnb-4bit,False
EleutherAI/pythia-70m-deduped,133.0,256,1.93,458.95680000000004,NVIDIA A100-SXM4-80GB,chat,0.07,0.0004980000000000001,float16,BetterTransformer,bnb-4bit,False
EleutherAI/gpt-neo-2.7B,25.1,256,10.2,2672.6400000000003,NVIDIA A100-SXM4-80GB,chat,2.7,0.0029000000000000002,float16,BetterTransformer,bnb-4bit,False
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,32.1,256,7.97,1953.792,NVIDIA A100-SXM4-80GB,chat,1.1,0.00212,float16,BetterTransformer,bnb-4bit,False
ahxt/llama2_xs_460M_experimental,29.4,256,8.71,2027.5200000000002,NVIDIA A100-SXM4-80GB,chat,0.46,0.0022,float16,BetterTransformer,bnb-4bit,False
GeneZC/MiniMA-3B,30.0,256,8.53,2193.4080000000004,NVIDIA A100-SXM4-80GB,chat,3.0,0.00238,float16,BetterTransformer,bnb-4bit,False
GeneZC/MiniMA-2-3B,28.8,256,8.88,2230.2720000000004,NVIDIA A100-SXM4-80GB,chat,3.0,0.0024200000000000003,float16,BetterTransformer,bnb-4bit,False
Locutusque/TinyMistral-248m,51.4,256,4.98,1179.6480000000001,NVIDIA A100-SXM4-80GB,chat,0.248,0.00128,float16,BetterTransformer,bnb-4bit,False
DevaMalla/llama-base-7b,22.3,256,11.5,3188.736,NVIDIA A100-SXM4-80GB,chat,7.0,0.00346,float16,BetterTransformer,bnb-4bit,False
pszemraj/pythia-31m-simplepile-lite-2048-scratch-2e,134.0,256,1.91,428.544,NVIDIA A100-SXM4-80GB,chat,0.031,0.00046499999999999997,float16,BetterTransformer,bnb-4bit,False
pszemraj/pythia-31m-goodwiki-deduped-2048-scratch,131.0,256,1.96,446.05440000000004,NVIDIA A100-SXM4-80GB,chat,0.031,0.00048400000000000006,float16,BetterTransformer,bnb-4bit,False
pszemraj/pythia-31m-simplewiki-2048,133.0,256,1.92,437.76,NVIDIA A100-SXM4-80GB,chat,0.031,0.000475,float16,BetterTransformer,bnb-4bit,False
pszemraj/pythia-31m-KI_v1-2048-scratch,133.0,256,1.92,443.2896,NVIDIA A100-SXM4-80GB,chat,0.031,0.00048100000000000004,float16,BetterTransformer,bnb-4bit,False
pszemraj/pythia-31m-simplewiki-scratch-bf16,133.0,256,1.93,446.976,NVIDIA A100-SXM4-80GB,chat,0.031,0.000485,float16,BetterTransformer,bnb-4bit,False
PY007/TinyLlama-1.1B-intermediate-step-240k-503b,32.5,256,7.88,1935.36,NVIDIA A100-SXM4-80GB,chat,1.1,0.0021,float16,BetterTransformer,bnb-4bit,False
PY007/TinyLlama-1.1B-step-50K-105b,32.4,256,7.91,1898.496,NVIDIA A100-SXM4-80GB,chat,1.1,0.00206,float16,BetterTransformer,bnb-4bit,False
PY007/TinyLlama-1.1B-intermediate-step-480k-1T,32.3,256,7.92,1935.36,NVIDIA A100-SXM4-80GB,chat,1.1,0.0021,float16,BetterTransformer,bnb-4bit,False
Deci/DeciLM-7B,21.7,256,11.8,3161.088,NVIDIA A100-SXM4-80GB,chat,7.0,0.0034300000000000003,float16,BetterTransformer,bnb-4bit,False
NYTK/PULI-GPTrio,26.8,256,9.55,2755.584,NVIDIA A100-SXM4-80GB,chat,7.67,0.00299,float16,BetterTransformer,bnb-4bit,False
winglian/Llama-2-3b-hf,44.4,256,5.77,1622.016,NVIDIA A100-SXM4-80GB,chat,3.0,0.00176,float16,BetterTransformer,bnb-4bit,False
mistralai/Mistral-7B-v0.1,19.8,256,12.9,3409.92,NVIDIA A100-SXM4-80GB,chat,7.0,0.0037,float16,BetterTransformer,bnb-4bit,False
mistralai/Mixtral-8x7B-v0.1,9.66,256,26.5,6746.112,NVIDIA A100-SXM4-80GB,chat,7.0,0.00732,float16,BetterTransformer,bnb-4bit,False
rinna/bilingual-gpt-neox-4b,24.6,256,10.4,2746.368,NVIDIA A100-SXM4-80GB,chat,4.0,0.00298,float16,BetterTransformer,bnb-4bit,False
rinna/bilingual-gpt-neox-4b-8k,24.2,256,10.6,2709.504,NVIDIA A100-SXM4-80GB,chat,4.0,0.00294,float16,BetterTransformer,bnb-4bit,False
matsuo-lab/weblab-10b,23.7,256,10.8,3345.408,NVIDIA A100-SXM4-80GB,chat,10.0,0.00363,float16,BetterTransformer,bnb-4bit,False
augmxnt/shisa-base-7b-v1,20.0,256,12.8,3483.648,NVIDIA A100-SXM4-80GB,chat,7.0,0.00378,float16,BetterTransformer,bnb-4bit,False
uukuguy/Orca-2-7b-f16,22.1,256,11.6,3207.168,NVIDIA A100-SXM4-80GB,chat,7.0,0.00348,float16,BetterTransformer,bnb-4bit,False
01-ai/Yi-34B-200K,11.2,256,22.9,7400.447999999999,NVIDIA A100-SXM4-80GB,chat,34.0,0.008029999999999999,float16,BetterTransformer,bnb-4bit,False
01-ai/Yi-34B,11.1,256,23.0,7437.312000000001,NVIDIA A100-SXM4-80GB,chat,34.0,0.00807,float16,BetterTransformer,bnb-4bit,False
01-ai/Yi-6B-200K,22.3,256,11.5,3105.792,NVIDIA A100-SXM4-80GB,chat,6.0,0.0033699999999999997,float16,BetterTransformer,bnb-4bit,False
01-ai/Yi-6B,22.3,256,11.5,3078.1440000000002,NVIDIA A100-SXM4-80GB,chat,6.0,0.00334,float16,BetterTransformer,bnb-4bit,False
scb10x/typhoon-7b,20.2,256,12.7,3428.352,NVIDIA A100-SXM4-80GB,chat,7.0,0.0037199999999999998,float16,BetterTransformer,bnb-4bit,False
TheBloke/Llama-2-13B-fp16,17.7,256,14.5,4211.712,NVIDIA A100-SXM4-80GB,chat,13.0,0.00457,float16,BetterTransformer,bnb-4bit,False
Salesforce/codegen-6B-multi,20.6,256,12.4,3400.7039999999997,NVIDIA A100-SXM4-80GB,chat,6.0,0.0036899999999999997,float16,BetterTransformer,bnb-4bit,False
Salesforce/codegen-16B-nl,19.2,256,13.3,4202.496000000001,NVIDIA A100-SXM4-80GB,chat,16.0,0.004560000000000001,float16,BetterTransformer,bnb-4bit,False
Salesforce/codegen-6B-nl,20.5,256,12.5,3428.352,NVIDIA A100-SXM4-80GB,chat,6.0,0.0037199999999999998,float16,BetterTransformer,bnb-4bit,False
sarvamai/OpenHathi-7B-Hi-v0.1-Base,22.3,256,11.5,3197.9519999999998,NVIDIA A100-SXM4-80GB,chat,7.0,0.00347,float16,BetterTransformer,bnb-4bit,False
deepseek-ai/deepseek-llm-67b-base,6.02,256,42.5,13455.36,NVIDIA A100-SXM4-80GB,chat,67.0,0.0146,float16,BetterTransformer,bnb-4bit,False
cyberagent/open-calm-large,35.9,256,7.13,1714.176,NVIDIA A100-SXM4-80GB,chat,0.4,0.0018599999999999999,float16,BetterTransformer,bnb-4bit,False
cyberagent/calm2-7b-chat,22.3,256,11.5,3161.088,NVIDIA A100-SXM4-80GB,chat,7.0,0.0034300000000000003,float16,BetterTransformer,bnb-4bit,False
Kunhao/pile-7b-250b-tokens,22.1,256,11.6,3142.656,NVIDIA A100-SXM4-80GB,chat,7.0,0.00341,float16,BetterTransformer,bnb-4bit,False
itsliupeng/openllama-7b-base,22.5,256,11.4,3133.44,NVIDIA A100-SXM4-80GB,chat,7.0,0.0034000000000000002,float16,BetterTransformer,bnb-4bit,False
itsliupeng/Mixtral-8x7B-v0.1-top3,7.85,256,32.6,8469.504,NVIDIA A100-SXM4-80GB,chat,7.0,0.00919,float16,BetterTransformer,bnb-4bit,False
itsliupeng/openllama-7b-icl,22.5,256,11.4,3151.872,NVIDIA A100-SXM4-80GB,chat,7.0,0.00342,float16,BetterTransformer,bnb-4bit,False
ethzanalytics/pythia-31m,131.0,256,1.95,440.5248,NVIDIA A100-SXM4-80GB,chat,0.031,0.000478,float16,BetterTransformer,bnb-4bit,False
chargoddard/Yi-34B-Llama,11.2,256,22.9,7400.447999999999,NVIDIA A100-SXM4-80GB,chat,34.0,0.008029999999999999,float16,BetterTransformer,bnb-4bit,False
chargoddard/llama-2-26b-trenchcoat-stack,8.95,256,28.6,8294.400000000001,NVIDIA A100-SXM4-80GB,chat,26.0,0.009000000000000001,float16,BetterTransformer,bnb-4bit,False
bigscience/bloom-7b1,30.9,256,8.29,2414.592,NVIDIA A100-SXM4-80GB,chat,7.0,0.00262,float16,BetterTransformer,bnb-4bit,False
bigscience/bloom-3b,31.6,256,8.09,2119.68,NVIDIA A100-SXM4-80GB,chat,3.0,0.0023,float16,BetterTransformer,bnb-4bit,False
BEE-spoke-data/NanoLlama-GQA-L10-A32_KV8-v13-KI,69.4,256,3.69,884.7359999999999,NVIDIA A100-SXM4-80GB,chat,0.218,0.0009599999999999999,float16,BetterTransformer,bnb-4bit,False
BEE-spoke-data/Mixtral-GQA-400m-v2,54.2,256,4.72,1124.3519999999999,NVIDIA A100-SXM4-80GB,chat,0.4,0.00122,float16,BetterTransformer,bnb-4bit,False
BEE-spoke-data/smol_llama-220M-GQA,69.9,256,3.66,864.4608,NVIDIA A100-SXM4-80GB,chat,0.22,0.0009379999999999999,float16,BetterTransformer,bnb-4bit,False
BEE-spoke-data/smol_llama-81M-tied,111.0,256,2.3,537.2927999999999,NVIDIA A100-SXM4-80GB,chat,0.081,0.000583,float16,BetterTransformer,bnb-4bit,False
BEE-spoke-data/verysmol_llama-v11-KIx2,113.0,256,2.26,533.6064,NVIDIA A100-SXM4-80GB,chat,0.058,0.000579,float16,BetterTransformer,bnb-4bit,False
BEE-spoke-data/smol_llama-101M-GQA,112.0,256,2.28,537.2927999999999,NVIDIA A100-SXM4-80GB,chat,0.101,0.000583,float16,BetterTransformer,bnb-4bit,False
seungduk/KoSOLAR-10.7B-v0.1,14.5,256,17.7,4783.104,NVIDIA A100-SXM4-80GB,chat,10.7,0.00519,float16,BetterTransformer,bnb-4bit,False
TurkuNLP/gpt3-finnish-large,39.1,256,6.54,1548.288,NVIDIA A100-SXM4-80GB,chat,0.881,0.00168,float16,BetterTransformer,bnb-4bit,False
TurkuNLP/gpt3-finnish-small,76.9,256,3.33,783.36,NVIDIA A100-SXM4-80GB,chat,0.186,0.0008500000000000001,float16,BetterTransformer,bnb-4bit,False
TurkuNLP/gpt3-finnish-13B,23.3,256,11.0,3548.1600000000003,NVIDIA A100-SXM4-80GB,chat,13.0,0.0038500000000000006,float16,BetterTransformer,bnb-4bit,False
rishiraj/CatPPT-base,20.3,256,12.6,3409.92,NVIDIA A100-SXM4-80GB,chat,7.24,0.0037,float16,BetterTransformer,bnb-4bit,False
LLM360/Amber,22.7,256,11.3,3087.36,NVIDIA A100-SXM4-80GB,chat,6.74,0.00335,float16,BetterTransformer,bnb-4bit,False
Dans-DiscountModels/ShearedLlama-1.3b-FFT-Test1,30.1,256,8.51,2101.2480000000005,NVIDIA A100-SXM4-80GB,chat,1.3,0.0022800000000000003,float16,BetterTransformer,bnb-4bit,False
stabilityai/japanese-stablelm-base-gamma-7b,20.3,256,12.6,3382.272,NVIDIA A100-SXM4-80GB,chat,7.0,0.00367,float16,BetterTransformer,bnb-4bit,False
stabilityai/stablelm-base-alpha-7b,41.2,256,6.21,1916.9279999999999,NVIDIA A100-SXM4-80GB,chat,7.0,0.00208,float16,BetterTransformer,bnb-4bit,False
stabilityai/stablelm-base-alpha-3b,53.2,256,4.81,1391.6159999999998,NVIDIA A100-SXM4-80GB,chat,3.0,0.0015099999999999998,float16,BetterTransformer,bnb-4bit,False
huggyllama/llama-65b,6.2,256,41.3,13086.72,NVIDIA A100-SXM4-80GB,chat,65.0,0.014199999999999999,float16,BetterTransformer,bnb-4bit,False
huggyllama/llama-13b,17.9,256,14.3,4211.712,NVIDIA A100-SXM4-80GB,chat,13.0,0.00457,float16,BetterTransformer,bnb-4bit,False
NucleusAI/nucleus-22B-token-500B,17.0,256,15.1,4967.424,NVIDIA A100-SXM4-80GB,chat,22.0,0.00539,float16,BetterTransformer,bnb-4bit,False
Walmart-the-bag/Influxient-4x13B,7.98,256,32.1,8598.528,NVIDIA A100-SXM4-80GB,chat,13.0,0.00933,float16,BetterTransformer,bnb-4bit,False
roneneldan/TinyStories-33M,175.0,256,1.46,335.46239999999995,NVIDIA A100-SXM4-80GB,chat,0.033,0.00036399999999999996,float16,BetterTransformer,bnb-4bit,False
roneneldan/TinyStories-1M,90.8,256,2.82,629.4528,NVIDIA A100-SXM4-80GB,chat,0.001,0.000683,float16,BetterTransformer,bnb-4bit,False
roneneldan/TinyStories-3M,95.2,256,2.69,615.6288,NVIDIA A100-SXM4-80GB,chat,0.003,0.000668,float16,BetterTransformer,bnb-4bit,False
roneneldan/TinyStories-28M,93.8,256,2.73,633.1392,NVIDIA A100-SXM4-80GB,chat,0.028,0.000687,float16,BetterTransformer,bnb-4bit,False
roneneldan/TinyStories-8M,93.8,256,2.73,621.1584,NVIDIA A100-SXM4-80GB,chat,0.008,0.000674,float16,BetterTransformer,bnb-4bit,False
budecosystem/boomer-1b,156.0,256,1.64,447.8976,NVIDIA A100-SXM4-80GB,chat,1.0,0.000486,float16,BetterTransformer,bnb-4bit,False
openlm-research/open_llama_3b_v2,26.0,256,9.85,2525.1839999999997,NVIDIA A100-SXM4-80GB,chat,3.0,0.00274,float16,BetterTransformer,bnb-4bit,False
openlm-research/open_llama_7b_v2,22.3,256,11.5,3170.304,NVIDIA A100-SXM4-80GB,chat,7.0,0.00344,float16,BetterTransformer,bnb-4bit,False
openlm-research/open_llama_7b,22.3,256,11.5,3188.736,NVIDIA A100-SXM4-80GB,chat,7.0,0.00346,float16,BetterTransformer,bnb-4bit,False
openlm-research/open_llama_3b,26.1,256,9.79,2589.696,NVIDIA A100-SXM4-80GB,chat,3.0,0.00281,float16,BetterTransformer,bnb-4bit,False
openlm-research/open_llama_13b,17.9,256,14.3,4184.063999999999,NVIDIA A100-SXM4-80GB,chat,13.0,0.00454,float16,BetterTransformer,bnb-4bit,False
abhinand/tamil-llama-7b-base-v0.1,22.5,256,11.4,3105.792,NVIDIA A100-SXM4-80GB,chat,7.0,0.0033699999999999997,float16,BetterTransformer,bnb-4bit,False
abhinand/tamil-llama-13b-base-v0.1,17.5,256,14.6,4257.792,NVIDIA A100-SXM4-80GB,chat,13.0,0.00462,float16,BetterTransformer,bnb-4bit,False
golaxy/gowizardlm,22.3,256,11.5,3290.112,NVIDIA A100-SXM4-80GB,chat,7.0,0.0035700000000000003,float16,BetterTransformer,bnb-4bit,False
bigcode/tiny_starcoder_py,55.4,256,4.62,1032.192,NVIDIA A100-SXM4-80GB,chat,0.164,0.0011200000000000001,float16,BetterTransformer,bnb-4bit,False
bigcode/gpt_bigcode-santacoder,48.4,256,5.29,1336.3200000000002,NVIDIA A100-SXM4-80GB,chat,1.12,0.0014500000000000001,float16,BetterTransformer,bnb-4bit,False
togethercomputer/RedPajama-INCITE-7B-Base,27.1,256,9.43,2691.0719999999997,NVIDIA A100-SXM4-80GB,chat,7.0,0.00292,float16,BetterTransformer,bnb-4bit,False
togethercomputer/RedPajama-INCITE-Base-3B-v1,26.8,256,9.56,2433.024,NVIDIA A100-SXM4-80GB,chat,3.0,0.00264,float16,BetterTransformer,bnb-4bit,False
togethercomputer/RedPajama-INCITE-Base-7B-v0.1,27.1,256,9.45,2663.424,NVIDIA A100-SXM4-80GB,chat,7.0,0.0028899999999999998,float16,BetterTransformer,bnb-4bit,False
Devio/test-22B,16.8,256,15.2,4948.992,NVIDIA A100-SXM4-80GB,chat,22.0,0.005370000000000001,float16,BetterTransformer,bnb-4bit,False
Delcos/Starling-LM-11B-alpha,12.7,256,20.1,5501.951999999999,NVIDIA A100-SXM4-80GB,chat,11.0,0.00597,float16,BetterTransformer,bnb-4bit,False
Dampish/StellarX-4B-V0,18.3,256,14.0,3585.0240000000003,NVIDIA A100-SXM4-80GB,chat,4.0,0.0038900000000000002,float16,BetterTransformer,bnb-4bit,False
Dampish/StellarX-4B-V0.2,26.8,256,9.57,2405.3759999999997,NVIDIA A100-SXM4-80GB,chat,4.0,0.00261,float16,BetterTransformer,bnb-4bit,False
upstage/SOLAR-10.7B-v1.0,14.5,256,17.7,4801.536,NVIDIA A100-SXM4-80GB,chat,10.7,0.00521,float16,BetterTransformer,bnb-4bit,False
bit-dny/MindLLM,32.9,256,7.77,1880.064,NVIDIA A100-SXM4-80GB,chat,1.3,0.00204,float16,BetterTransformer,bnb-4bit,False
beomi/Yi-Ko-6B,22.5,256,11.4,3087.36,NVIDIA A100-SXM4-80GB,chat,6.0,0.00335,float16,BetterTransformer,bnb-4bit,False
fblgit/una-llama-7b,22.3,256,11.5,3197.9519999999998,NVIDIA A100-SXM4-80GB,chat,7.0,0.00347,float16,BetterTransformer,bnb-4bit,False
codellama/CodeLlama-7b-hf,22.5,256,11.4,3225.6,NVIDIA A100-SXM4-80GB,chat,7.0,0.0035,float16,BetterTransformer,bnb-4bit,False
codellama/CodeLlama-13b-hf,17.7,256,14.5,4193.28,NVIDIA A100-SXM4-80GB,chat,13.0,0.004549999999999999,float16,BetterTransformer,bnb-4bit,False
cloudyu/Mixtral_7Bx2_MoE_13B,11.2,256,22.8,6045.696,NVIDIA A100-SXM4-80GB,chat,7.0,0.00656,float16,BetterTransformer,bnb-4bit,False
cloudyu/Mixtral_7Bx2_MoE,11.2,256,22.8,6008.832,NVIDIA A100-SXM4-80GB,chat,7.0,0.006520000000000001,float16,BetterTransformer,bnb-4bit,False
cloudyu/Mixtral_7Bx4_MOE_24B,10.3,256,24.9,6451.2,NVIDIA A100-SXM4-80GB,chat,7.0,0.007,float16,BetterTransformer,bnb-4bit,False
EleutherAI/gpt-neox-20b,27.5,256,9.32,2598.912,NVIDIA A100-SXM4-80GB,chat,20.0,0.00282,float16,None,gptq-4bit+exllama-v2,False
EleutherAI/pythia-6.9b-deduped,42.7,256,6.0,1539.0720000000001,NVIDIA A100-SXM4-80GB,chat,6.9,0.00167,float16,None,gptq-4bit+exllama-v2,False
EleutherAI/pythia-6.7b,40.8,256,6.28,1548.288,NVIDIA A100-SXM4-80GB,chat,6.7,0.00168,float16,None,gptq-4bit+exllama-v2,False
EleutherAI/pythia-1.4b-deduped,55.4,256,4.62,1069.056,NVIDIA A100-SXM4-80GB,chat,1.4,0.00116,float16,None,gptq-4bit+exllama-v2,False
EleutherAI/gpt-j-6b,31.2,256,8.21,1963.008,NVIDIA A100-SXM4-80GB,chat,6.0,0.00213,float16,None,gptq-4bit+exllama-v2,False
EleutherAI/pythia-12b,37.7,256,6.79,1797.12,NVIDIA A100-SXM4-80GB,chat,12.0,0.00195,float16,None,gptq-4bit+exllama-v2,False
EleutherAI/pythia-1.3b,54.8,256,4.67,1069.056,NVIDIA A100-SXM4-80GB,chat,1.3,0.00116,float16,None,gptq-4bit+exllama-v2,False
EleutherAI/pythia-12b-deduped,37.6,256,6.8,1806.336,NVIDIA A100-SXM4-80GB,chat,12.0,0.00196,float16,None,gptq-4bit+exllama-v2,False
EleutherAI/pythia-1b-deduped,79.8,256,3.21,730.8288,NVIDIA A100-SXM4-80GB,chat,1.0,0.000793,float16,None,gptq-4bit+exllama-v2,False
EleutherAI/gpt-neo-125m,115.0,256,2.22,495.82079999999996,NVIDIA A100-SXM4-80GB,chat,0.125,0.000538,float16,None,gptq-4bit+exllama-v2,False
EleutherAI/polyglot-ko-12.8b,33.8,256,7.57,1990.656,NVIDIA A100-SXM4-80GB,chat,12.8,0.00216,float16,None,gptq-4bit+exllama-v2,False
EleutherAI/pythia-410m,56.0,256,4.57,1022.9759999999999,NVIDIA A100-SXM4-80GB,chat,0.41,0.0011099999999999999,float16,None,gptq-4bit+exllama-v2,False
EleutherAI/gpt-neo-1.3B,60.8,256,4.21,995.328,NVIDIA A100-SXM4-80GB,chat,1.3,0.00108,float16,None,gptq-4bit+exllama-v2,False
EleutherAI/pythia-160m-deduped,107.0,256,2.39,535.4496,NVIDIA A100-SXM4-80GB,chat,0.16,0.000581,float16,None,gptq-4bit+exllama-v2,False
EleutherAI/pythia-410m-deduped,55.9,256,4.58,1032.192,NVIDIA A100-SXM4-80GB,chat,0.41,0.0011200000000000001,float16,None,gptq-4bit+exllama-v2,False
EleutherAI/pythia-160m,106.0,256,2.41,547.4304,NVIDIA A100-SXM4-80GB,chat,0.16,0.000594,float16,None,gptq-4bit+exllama-v2,False
EleutherAI/pythia-2.7b,42.6,256,6.01,1419.2640000000001,NVIDIA A100-SXM4-80GB,chat,2.7,0.0015400000000000001,float16,None,gptq-4bit+exllama-v2,False
EleutherAI/pythia-2.8b-deduped,42.9,256,5.97,1400.832,NVIDIA A100-SXM4-80GB,chat,2.8,0.00152,float16,None,gptq-4bit+exllama-v2,False
EleutherAI/pythia-70m-deduped,202.0,256,1.27,287.5392,NVIDIA A100-SXM4-80GB,chat,0.07,0.000312,float16,None,gptq-4bit+exllama-v2,False
EleutherAI/gpt-neo-2.7B,46.4,256,5.52,1308.672,NVIDIA A100-SXM4-80GB,chat,2.7,0.00142,float16,None,gptq-4bit+exllama-v2,False
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,51.1,256,5.01,1142.784,NVIDIA A100-SXM4-80GB,chat,1.1,0.00124,float16,None,gptq-4bit+exllama-v2,False
ahxt/llama2_xs_460M_experimental,47.4,256,5.4,1225.728,NVIDIA A100-SXM4-80GB,chat,0.46,0.00133,float16,None,gptq-4bit+exllama-v2,False
GeneZC/MiniMA-3B,52.2,256,4.9,1179.6480000000001,NVIDIA A100-SXM4-80GB,chat,3.0,0.00128,float16,None,gptq-4bit+exllama-v2,False
GeneZC/MiniMA-2-3B,52.6,256,4.87,1161.2160000000001,NVIDIA A100-SXM4-80GB,chat,3.0,0.00126,float16,None,gptq-4bit+exllama-v2,False
Locutusque/TinyMistral-248m,81.5,256,3.14,676.4544,NVIDIA A100-SXM4-80GB,chat,0.248,0.000734,float16,None,gptq-4bit+exllama-v2,False
DevaMalla/llama-base-7b,39.6,256,6.46,1631.232,NVIDIA A100-SXM4-80GB,chat,7.0,0.00177,float16,None,gptq-4bit+exllama-v2,False
pszemraj/pythia-31m-simplepile-lite-2048-scratch-2e,205.0,256,1.25,278.3232,NVIDIA A100-SXM4-80GB,chat,0.031,0.00030199999999999997,float16,None,gptq-4bit+exllama-v2,False
pszemraj/pythia-31m-goodwiki-deduped-2048-scratch,202.0,256,1.27,279.2448,NVIDIA A100-SXM4-80GB,chat,0.031,0.000303,float16,None,gptq-4bit+exllama-v2,False
pszemraj/pythia-31m-simplewiki-2048,203.0,256,1.26,275.5584,NVIDIA A100-SXM4-80GB,chat,0.031,0.000299,float16,None,gptq-4bit+exllama-v2,False
pszemraj/pythia-31m-KI_v1-2048-scratch,198.0,256,1.29,282.00960000000003,NVIDIA A100-SXM4-80GB,chat,0.031,0.000306,float16,None,gptq-4bit+exllama-v2,False
pszemraj/pythia-31m-simplewiki-scratch-bf16,200.0,256,1.28,282.00960000000003,NVIDIA A100-SXM4-80GB,chat,0.031,0.000306,float16,None,gptq-4bit+exllama-v2,False
PY007/TinyLlama-1.1B-intermediate-step-240k-503b,50.6,256,5.06,1152.0,NVIDIA A100-SXM4-80GB,chat,1.1,0.00125,float16,None,gptq-4bit+exllama-v2,False
PY007/TinyLlama-1.1B-step-50K-105b,50.1,256,5.11,1133.5680000000002,NVIDIA A100-SXM4-80GB,chat,1.1,0.0012300000000000002,float16,None,gptq-4bit+exllama-v2,False
PY007/TinyLlama-1.1B-intermediate-step-480k-1T,51.4,256,4.98,1133.5680000000002,NVIDIA A100-SXM4-80GB,chat,1.1,0.0012300000000000002,float16,None,gptq-4bit+exllama-v2,False
NYTK/PULI-GPTrio,40.6,256,6.31,1622.016,NVIDIA A100-SXM4-80GB,chat,7.67,0.00176,float16,None,gptq-4bit+exllama-v2,False
instructkr/ko-wand-136M,122.0,256,2.1,470.9376,NVIDIA A100-SXM4-80GB,chat,0.136,0.000511,float16,None,gptq-4bit+exllama-v2,False
meta-llama/Llama-2-7b-hf,39.7,256,6.45,1594.368,NVIDIA A100-SXM4-80GB,chat,7.0,0.00173,float16,None,gptq-4bit+exllama-v2,False
meta-llama/Llama-2-13b-hf,31.9,256,8.02,2119.68,NVIDIA A100-SXM4-80GB,chat,13.0,0.0023,float16,None,gptq-4bit+exllama-v2,False
meta-llama/Llama-2-70b-hf,14.4,256,17.8,5621.76,NVIDIA A100-SXM4-80GB,chat,70.0,0.0061,float16,None,gptq-4bit+exllama-v2,False
winglian/Llama-2-3b-hf,76.4,256,3.35,837.7343999999999,NVIDIA A100-SXM4-80GB,chat,3.0,0.000909,float16,None,gptq-4bit+exllama-v2,False
mistralai/Mistral-7B-v0.1,32.7,256,7.82,1953.792,NVIDIA A100-SXM4-80GB,chat,7.0,0.00212,float16,None,gptq-4bit+exllama-v2,False
